IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
157.230.110.242,4,4,0.00,338.54,0.00,FRA,443
138.2.66.236,4,4,0.00,340.32,0.00,SIN,443
67.220.80.246,4,4,0.00,344.62,0.00,DUS,443
140.245.127.48,4,4,0.00,346.23,0.00,SIN,443
157.230.107.183,4,4,0.00,349.19,0.00,FRA,443
38.55.199.128,4,4,0.00,355.80,0.00,HKG,443
139.59.134.132,4,4,0.00,356.75,0.00,FRA,443
140.235.74.26,4,4,0.00,358.17,0.00,LHR,443
157.230.31.170,4,4,0.00,361.15,0.00,FRA,443
38.55.105.44,4,4,0.00,362.68,0.00,SEA,443
176.119.141.145,4,4,0.00,366.34,0.00,AMS,443
185.209.82.152,4,4,0.00,366.57,0.00,FRA,443
117.55.228.179,4,4,0.00,371.53,0.00,LAX,443
165.154.173.228,4,4,0.00,374.98,0.00,LAX,443
5.230.57.136,4,4,0.00,380.00,0.00,FRA,443
165.154.194.32,4,4,0.00,384.40,0.00,TPE,443
165.154.235.132,4,4,0.00,387.27,0.00,SAN,443
138.2.59.112,4,4,0.00,398.74,0.00,SEA,443
139.59.115.36,4,4,0.00,404.45,0.00,SIN,443
168.144.47.140,4,4,0.00,406.93,0.00,SIN,443
188.166.245.164,4,4,0.00,409.22,0.00,SIN,443
139.59.242.227,4,4,0.00,411.12,0.00,SIN,443
167.172.90.175,4,4,0.00,411.13,0.00,SIN,443
159.65.141.109,4,4,0.00,411.56,0.00,SIN,443
206.189.82.100,4,4,0.00,413.75,0.00,SIN,443
168.138.29.110,4,4,0.00,414.98,0.00,MEL,443
157.230.32.24,4,4,0.00,415.75,0.00,SIN,443
138.2.30.150,4,4,0.00,419.49,0.00,NRT,443
140.245.53.52,4,4,0.00,422.76,0.00,SIN,443
165.154.255.209,4,4,0.00,432.73,0.00,LAX,443
38.244.45.74,4,4,0.00,433.62,0.00,LAX,443
168.144.46.234,4,4,0.00,438.67,0.00,SIN,443
157.230.254.79,4,4,0.00,440.18,0.00,SIN,443
140.245.45.233,4,4,0.00,445.81,0.00,SIN,443
139.59.115.7,4,4,0.00,446.86,0.00,SIN,443
139.59.45.54,4,4,0.00,451.84,0.00,BOM,443
140.245.44.94,4,4,0.00,492.87,0.00,SIN,443
165.154.230.228,4,4,0.00,533.77,0.00,ICN,443
61.13.236.181,4,4,0.00,541.76,0.00,SIN,443
140.245.114.190,4,4,0.00,552.94,0.00,SIN,443
139.59.142.185,4,4,0.00,557.81,0.00,FRA,443
139.59.102.170,4,4,0.00,559.70,0.00,SIN,443
157.228.130.240,4,4,0.00,567.95,0.00,SIN,443
139.59.118.255,4,4,0.00,572.17,0.00,SIN,443
78.17.102.222,4,4,0.00,590.90,0.00,FRA,443
139.59.190.23,4,4,0.00,613.38,0.00,LHR,443
165.154.241.192,4,4,0.00,631.84,0.00,NRT,443
139.59.151.190,4,4,0.00,659.43,0.00,FRA,443
43.170.38.62,4,4,0.00,663.65,0.00,SIN,443
78.17.126.61,4,4,0.00,681.51,0.00,AMS,443
157.230.44.151,4,4,0.00,682.07,0.00,SIN,443
139.59.231.131,4,4,0.00,692.34,0.00,SIN,443
