IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
168.138.176.180,4,4,0.00,171.48,0.00,SIN,443
139.59.115.36,4,4,0.00,172.00,0.00,SIN,443
140.245.58.23,4,4,0.00,173.69,0.00,SIN,443
139.59.102.170,4,4,0.00,177.66,0.00,SIN,443
139.59.45.54,4,4,0.00,177.76,0.00,BOM,443
139.59.192.91,4,4,0.00,177.79,0.00,SIN,443
139.59.115.38,4,4,0.00,178.01,0.00,SIN,443
157.230.248.87,4,4,0.00,180.77,0.00,SIN,443
138.2.110.111,4,4,0.00,190.26,0.00,SIN,443
38.55.99.225,4,4,0.00,190.42,0.00,HKG,443
110.10.178.240,4,4,0.00,197.12,0.00,ICN,443
43.170.38.62,4,4,0.00,210.15,0.00,SIN,443
139.59.34.159,4,4,0.00,217.17,0.00,BOM,443
38.55.99.214,4,4,0.00,221.25,0.00,HKG,443
38.55.108.5,4,4,0.00,235.50,0.00,LAX,443
168.138.189.91,4,4,0.00,236.31,0.00,SIN,443
38.55.108.22,4,4,0.00,237.55,0.00,LAX,443
94.177.231.152,4,4,0.00,247.40,0.00,FRA,443
38.55.133.241,4,4,0.00,248.89,0.00,SJC,443
117.55.228.179,4,4,0.00,250.23,0.00,LAX,443
168.138.51.5,4,4,0.00,255.27,0.00,KIX,443
138.2.59.112,4,3,0.25,257.77,0.00,SJC,443
168.138.193.193,4,4,0.00,258.93,0.00,NRT,443
139.59.134.132,4,4,0.00,263.39,0.00,FRA,443
89.40.117.130,4,4,0.00,263.85,0.00,FRA,443
38.244.2.14,4,4,0.00,272.26,0.00,PDX,443
185.248.143.21,4,4,0.00,274.17,0.00,FRA,443
157.230.254.79,4,4,0.00,275.23,0.00,SIN,443
82.139.221.140,4,4,0.00,275.72,0.00,FRA,443
157.230.107.183,4,4,0.00,276.46,0.00,FRA,443
140.245.97.215,4,4,0.00,277.04,0.00,SIN,443
38.244.45.74,4,4,0.00,280.31,0.00,LAX,443
140.235.74.26,4,4,0.00,280.56,0.00,LHR,443
157.230.74.71,4,4,0.00,282.20,0.00,SJC,443
165.22.28.246,4,3,0.25,283.34,0.00,FRA,443
140.245.103.72,4,4,0.00,283.51,0.00,SIN,443
157.230.110.242,4,4,0.00,287.23,0.00,FRA,443
85.136.181.194,4,4,0.00,291.11,0.00,AMS,443
139.59.186.54,4,4,0.00,291.39,0.00,LHR,443
139.59.151.190,4,4,0.00,293.60,0.00,FRA,443
89.40.117.143,4,4,0.00,294.73,0.00,FRA,443
139.59.177.252,4,4,0.00,295.36,0.00,LHR,443
139.59.178.6,4,4,0.00,295.88,0.00,LHR,443
139.59.142.185,4,4,0.00,296.13,0.00,FRA,443
139.59.190.23,4,4,0.00,299.83,0.00,LHR,443
157.230.29.88,4,4,0.00,300.89,0.00,FRA,443
139.59.186.121,4,4,0.00,307.85,0.00,LHR,443
217.154.53.220,4,4,0.00,308.08,0.00,LHR,443
157.230.31.170,4,4,0.00,310.75,0.00,FRA,443
38.55.105.44,4,4,0.00,314.96,0.00,SEA,443
157.230.103.183,4,4,0.00,315.13,0.00,FRA,443
157.230.99.89,4,4,0.00,315.52,0.00,FRA,443
138.2.10.165,4,3,0.25,321.52,0.00,NRT,443
117.55.239.57,4,4,0.00,322.84,0.00,LAX,443
140.245.44.94,4,4,0.00,324.41,0.00,SIN,443
157.230.97.112,4,4,0.00,334.82,0.00,FRA,443
38.55.195.81,4,4,0.00,355.62,0.00,HKG,443
139.59.147.28,4,4,0.00,364.87,0.00,FRA,443
45.192.206.83,4,4,0.00,365.83,0.00,NRT,443
157.228.130.240,4,4,0.00,372.02,0.00,SIN,443
165.154.230.228,4,4,0.00,372.94,0.00,ICN,443
212.43.158.216,4,4,0.00,384.13,0.00,FRA,443
95.182.94.210,4,4,0.00,390.93,0.00,MCI,443
78.17.126.61,4,3,0.25,410.80,0.00,AMS,443
47.57.181.17,4,4,0.00,413.15,0.00,SJC,443
139.59.115.7,4,4,0.00,419.43,0.00,SIN,443
185.209.82.152,4,4,0.00,451.57,0.00,FRA,443
38.55.111.161,4,4,0.00,469.56,0.00,LAX,443
168.138.29.110,4,4,0.00,501.44,0.00,MEL,443
165.154.255.209,4,3,0.25,557.11,0.00,PDX,443
165.154.173.228,4,4,0.00,566.33,0.00,LAX,443
168.138.22.243,4,4,0.00,575.30,0.00,MEL,443
165.154.194.32,4,2,0.50,675.64,0.00,TPE,443
217.11.166.57,4,4,0.00,688.79,0.00,FRA,443
165.154.235.132,4,3,0.25,745.54,0.00,PHX,443
5.230.57.136,4,4,0.00,798.41,0.00,FRA,443
167.179.115.135,4,4,0.00,877.15,0.00,NRT,443
