IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
54.248.147.134,4,4,0.00,130.45,3.99,NRT,443
35.75.102.4,4,4,0.00,260.06,3.00,NRT,443
52.196.205.49,4,4,0.00,159.58,1.46,NRT,443
