IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
139.59.127.117,4,4,0.00,89.30,0.00,SIN,443
139.59.101.96,4,4,0.00,96.40,0.00,SIN,443
139.59.120.123,4,4,0.00,97.12,0.00,SIN,443
139.59.102.87,4,4,0.00,257.46,0.00,SIN,443
139.59.115.38,4,4,0.00,262.30,0.00,SIN,443
139.59.134.102,4,4,0.00,290.81,0.00,FRA,443
139.59.147.28,4,3,0.25,329.38,0.00,FRA,443
139.59.147.98,4,2,0.50,390.91,0.00,FRA,443
