IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
168.138.189.91,4,4,0.00,89.90,0.00,SIN,443
161.118.200.170,4,4,0.00,92.97,0.00,SIN,443
