IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
46.137.229.208,4,4,0.00,157.93,0.00,SIN,443
18.138.206.30,4,4,0.00,296.13,0.00,SIN,443
52.77.54.144,4,4,0.00,305.40,0.00,SIN,443
18.139.143.168,4,4,0.00,314.44,0.00,SIN,443
