IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
154.41.80.90,4,4,0.00,338.02,0.00,LAX,443
154.41.80.153,4,4,0.00,346.78,0.00,LAX,443
154.41.80.73,4,4,0.00,477.52,0.00,LAX,443
