IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
152.175.67.191,4,4,0.00,294.24,0.00,SIN,443
38.55.195.81,4,4,0.00,295.14,0.00,HKG,443
38.55.193.251,4,4,0.00,307.04,0.00,HKG,443
165.154.230.228,4,4,0.00,311.77,0.00,ICN,443
185.248.143.21,4,4,0.00,313.42,0.00,FRA,443
140.245.104.189,4,4,0.00,314.95,0.00,SIN,443
168.138.165.174,4,4,0.00,318.31,0.00,SIN,443
140.245.103.72,4,4,0.00,319.67,0.00,SIN,443
140.245.97.215,4,4,0.00,324.36,0.00,SIN,443
85.136.181.194,4,4,0.00,328.21,0.00,AMS,443
38.55.122.83,4,4,0.00,337.73,0.00,HKG,443
38.244.2.14,4,4,0.00,340.15,0.00,LAX,443
165.154.235.132,4,4,0.00,347.91,0.00,SAN,443
94.177.231.152,4,4,0.00,349.49,0.00,FRA,443
38.55.105.44,4,4,0.00,351.84,0.00,SEA,443
138.2.95.33,4,4,0.00,354.73,0.00,SIN,443
38.55.194.187,4,4,0.00,359.18,0.00,HKG,443
89.125.85.228,4,4,0.00,359.78,0.00,AMS,443
217.11.166.57,4,4,0.00,365.41,0.00,FRA,443
195.54.33.164,4,4,0.00,366.47,0.00,FRA,443
165.154.241.192,4,4,0.00,366.96,0.00,NRT,443
138.2.30.150,4,4,0.00,384.35,0.00,NRT,443
168.138.29.110,4,4,0.00,396.84,0.00,MEL,443
43.170.38.62,4,4,0.00,400.84,0.00,SIN,443
140.245.114.190,4,4,0.00,402.78,0.00,SIN,443
78.17.126.61,4,4,0.00,405.49,0.00,AMS,443
140.245.53.52,4,4,0.00,408.04,0.00,SIN,443
222.167.252.174,4,4,0.00,410.92,0.00,FRA,443
168.144.44.84,4,4,0.00,427.13,0.00,SIN,443
168.138.221.12,4,4,0.00,430.30,0.00,NRT,443
140.245.44.94,4,4,0.00,432.32,0.00,SIN,443
61.13.236.181,4,4,0.00,435.19,0.00,SIN,443
168.138.176.180,4,4,0.00,458.20,0.00,SIN,443
168.138.22.243,4,4,0.00,458.59,0.00,MEL,443
185.209.82.152,4,4,0.00,459.82,0.00,FRA,443
47.57.181.17,4,2,0.50,470.68,0.00,SJC,443
217.154.53.220,4,4,0.00,471.71,0.00,LHR,443
117.55.228.179,4,4,0.00,483.64,0.00,LAX,443
168.144.33.23,4,4,0.00,484.97,0.00,SIN,443
140.245.58.23,4,4,0.00,535.33,0.00,SIN,443
165.154.173.228,4,4,0.00,542.98,0.00,LAX,443
140.235.74.26,4,4,0.00,570.99,0.00,LHR,443
89.40.117.143,4,4,0.00,592.80,0.00,FRA,443
138.2.31.37,4,4,0.00,641.03,0.00,NRT,443
212.43.158.216,4,4,0.00,651.14,0.00,FRA,443
138.2.66.236,4,4,0.00,660.13,0.00,SIN,443
157.228.130.240,4,4,0.00,688.31,0.00,SIN,443
140.245.45.233,4,4,0.00,730.74,0.00,SIN,443
5.230.57.136,4,4,0.00,938.42,0.00,FRA,443
168.144.47.140,4,3,0.25,952.08,0.00,SIN,443
