IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
13.193.244.81,4,4,0.00,125.92,18.94,NRT,443
52.197.247.0,4,4,0.00,125.57,18.85,NRT,443
13.193.215.10,4,4,0.00,124.24,16.83,NRT,443
13.193.235.55,4,4,0.00,126.99,16.02,NRT,443
13.231.172.130,4,4,0.00,121.45,5.12,NRT,443
13.231.221.179,4,4,0.00,123.50,5.05,NRT,443
