IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
168.107.90.208,4,4,0.00,88.43,0.00,SIN,443
161.118.198.68,4,4,0.00,89.38,0.00,SIN,443
138.2.110.111,4,4,0.00,89.60,0.00,SIN,443
138.2.108.213,4,4,0.00,90.27,0.00,SIN,443
168.138.189.82,4,4,0.00,92.97,0.00,SIN,443
140.245.114.190,4,3,0.25,95.09,0.00,SIN,443
168.138.176.180,4,4,0.00,95.58,0.00,SIN,443
138.2.95.33,4,4,0.00,100.39,0.00,SIN,443
168.138.189.91,4,4,0.00,102.54,0.00,SIN,443
140.245.45.233,4,4,0.00,534.18,0.00,SIN,443
