IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码,端口
35.220.244.20,4,4,0.00,70.19,0.00,HKG,443
34.104.218.57,4,4,0.00,134.77,0.00,NRT,443
34.84.135.67,4,4,0.00,166.79,0.00,NRT,443
35.228.203.71,4,4,0.00,504.02,0.00,ARN,443
